num_features,PyTorch,Triton,CUDA
512.000000,41.596955,52.738198,157.317860
1024.000000,43.651867,108.260588,161.684218
2048.000000,44.798176,169.361909,160.627450
4096.000000,45.388316,148.048195,154.262843
8192.000000,45.805430,148.945450,147.877682
16384.000000,45.957924,144.443561,146.906534
